,AG,AI_AR,BL_BS,BE_JU,FR,GE_VD,GL,GR,LU,NE,NW_OW_UR,SG,SH_ZH,SZ_ZG,SO,TG,TI,VS
2035-03-03 14:00,0.337,0.33349073,0.334933297,0.324863519,0.31,0.31862667,0.293,0.382,0.302,0.31,0.294054699,0.336,0.320943817,0.266869364,0.33,0.332,0.478,0.269
2035-03-03 15:00,0.157,0.161415122,0.155933297,0.133603678,0.119,0.140919216,0.127,0.185,0.123,0.105,0.123615748,0.165,0.151030336,0.110371414,0.142,0.164,0.267,0.116
2035-03-03 16:00,0.022,0.021,0.024066703,0.021370079,0.02,0.028323136,0.017,0.027,0.016,0.018,0.016850282,0.022,0.021441573,0.014624488,0.023,0.023,0.051,0.019
2035-03-03 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-03 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-03 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-03 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-03 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-03 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-03 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 06:00,0.032,0.027169757,0.035,0.013356958,0.01,0.004838432,0.016,0.023,0.014,0.012,0.013266225,0.027,0.030324718,0.012457138,0.02,0.036,0.021,0.01
2035-03-04 07:00,0.156,0.144603419,0.158466378,0.084687673,0.076,0.062030591,0.093,0.095,0.09,0.095,0.08993868,0.156,0.159324718,0.096579576,0.105,0.183,0.091,0.068
2035-03-04 08:00,0.382,0.277358054,0.426933297,0.324238864,0.306,0.242607068,0.196,0.197,0.238,0.441,0.206911114,0.292,0.330125832,0.205865266,0.366,0.348,0.156,0.183
2035-03-04 09:00,0.481,0.431527811,0.463932756,0.471272963,0.473,0.474860409,0.351,0.327,0.408,0.543,0.360860538,0.442,0.477034825,0.359906078,0.465,0.505,0.225,0.352
2035-03-04 10:00,0.505,0.532339514,0.49226627,0.499656164,0.52,0.538476091,0.455,0.446,0.443,0.531,0.419929509,0.54,0.521593252,0.420991803,0.49,0.561,0.277,0.473
2035-03-04 11:00,0.407,0.49349073,0.378666486,0.422942248,0.475,0.515698841,0.449,0.457,0.428,0.433,0.436507434,0.501,0.44015168,0.419873463,0.394,0.474,0.303,0.582
2035-03-04 12:00,0.335,0.398302432,0.309066703,0.37021521,0.411,0.438091773,0.425,0.455,0.4,0.358,0.428632624,0.391,0.351030336,0.393253074,0.338,0.355,0.352,0.562
2035-03-04 13:00,0.248,0.297641946,0.226200108,0.279832009,0.317,0.326211761,0.325,0.376,0.302,0.291,0.341977534,0.29,0.263619099,0.303836749,0.25,0.265,0.403,0.454
2035-03-04 14:00,0.169,0.200566338,0.159400216,0.194545925,0.214,0.218908227,0.219,0.281,0.2,0.207,0.229459898,0.196,0.177471908,0.202293887,0.176,0.178,0.353,0.357
2035-03-04 15:00,0.087,0.09249073,0.091600324,0.095370079,0.112,0.115454114,0.107,0.137,0.099,0.116,0.116190091,0.09,0.085471908,0.102126537,0.092,0.082,0.197,0.169
2035-03-04 16:00,0.016,0.011415122,0.020266811,0.020370079,0.024,0.025242352,0.015,0.019,0.015,0.025,0.018434339,0.01,0.013441573,0.015791837,0.02,0.011,0.036,0.032
2035-03-04 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-04 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 06:00,0.029,0.025415122,0.03,0.020493439,0.028,0.038919216,0.023,0.041,0.017,0.024,0.022303017,0.025,0.028588763,0.018624488,0.022,0.03,0.106,0.053
2035-03-05 07:00,0.17,0.127603419,0.166599784,0.113947514,0.143,0.192969409,0.124,0.143,0.126,0.137,0.145886043,0.127,0.182294382,0.145873463,0.123,0.183,0.323,0.223
2035-03-05 08:00,0.4,0.283094149,0.445,0.362745425,0.365,0.40133175,0.303,0.372,0.283,0.383,0.320715379,0.272,0.367710107,0.303163251,0.392,0.35,0.543,0.437
2035-03-05 09:00,0.55,0.400584878,0.60173373,0.55753807,0.547,0.5875545,0.418,0.527,0.431,0.553,0.46918092,0.391,0.479004489,0.421620389,0.577,0.449,0.693,0.647
2035-03-05 10:00,0.648,0.50649073,0.680466919,0.652181112,0.683,0.742211761,0.52,0.632,0.555,0.691,0.568401183,0.494,0.563147191,0.506534665,0.661,0.529,0.756,0.78
2035-03-05 11:00,0.673,0.527660486,0.701600324,0.676304472,0.701,0.73573567,0.547,0.655,0.611,0.732,0.619976557,0.517,0.590471908,0.554077527,0.684,0.553,0.789,0.814
2035-03-05 12:00,0.64,0.505736094,0.679933838,0.656304472,0.67,0.690381943,0.566,0.649,0.57,0.701,0.59930356,0.486,0.566735954,0.555081626,0.664,0.524,0.753,0.782
2035-03-05 13:00,0.551,0.402660486,0.575933838,0.508362224,0.571,0.614412534,0.496,0.554,0.491,0.617,0.53315433,0.379,0.494705618,0.502751025,0.521,0.439,0.658,0.692
2035-03-05 14:00,0.434,0.307075608,0.45773373,0.385362224,0.445,0.488927829,0.379,0.422,0.379,0.502,0.40902914,0.289,0.375116855,0.382375512,0.402,0.328,0.516,0.534
2035-03-05 15:00,0.258,0.122415122,0.264333514,0.212154869,0.264,0.307119989,0.179,0.21,0.214,0.314,0.218727154,0.109,0.198294382,0.193873463,0.221,0.154,0.304,0.33
2035-03-05 16:00,0.049,0.018754635,0.058333514,0.036207355,0.058,0.089858034,0.023,0.02,0.032,0.078,0.033116507,0.018,0.036588763,0.031416325,0.04,0.03,0.059,0.078
2035-03-05 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-05 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 06:00,0.116,0.111584878,0.106733189,0.113519682,0.114,0.105030591,0.119,0.102,0.129,0.102,0.131415943,0.114,0.111614611,0.133918374,0.11,0.104,0.136,0.144
2035-03-06 07:00,0.346,0.336,0.336799892,0.353779523,0.361,0.354192159,0.357,0.343,0.375,0.344,0.386452735,0.336,0.342670794,0.381461237,0.346,0.325,0.39,0.407
2035-03-06 08:00,0.541,0.548736094,0.532799892,0.553409444,0.561,0.556192159,0.588,0.608,0.576,0.545,0.594975472,0.542,0.542086519,0.584628586,0.544,0.528,0.605,0.614
2035-03-06 09:00,0.678,0.677396581,0.668799892,0.690409444,0.7,0.695272943,0.731,0.758,0.711,0.684,0.732293304,0.666,0.67723371,0.721420424,0.68,0.659,0.741,0.753
2035-03-06 10:00,0.751,0.747396581,0.743933297,0.768409444,0.778,0.775353727,0.802,0.835,0.785,0.763,0.806825754,0.736,0.744939328,0.793212261,0.757,0.723,0.815,0.832
2035-03-06 11:00,0.772,0.761981459,0.766866595,0.790532804,0.801,0.799434511,0.818,0.842,0.804,0.788,0.824241697,0.75,0.768350565,0.811628586,0.78,0.745,0.83,0.842
2035-03-06 12:00,0.738,0.723566338,0.732733189,0.759286084,0.771,0.77159608,0.779,0.804,0.769,0.76,0.786489527,0.712,0.726817985,0.773836749,0.747,0.702,0.788,0.82
2035-03-06 13:00,0.64,0.613566338,0.637933297,0.665532804,0.684,0.690757648,0.682,0.705,0.664,0.673,0.687577925,0.599,0.629350565,0.677004099,0.652,0.602,0.693,0.732
2035-03-06 14:00,0.509,0.477151216,0.510066703,0.533272963,0.547,0.554,0.529,0.547,0.53,0.539,0.540401129,0.467,0.488822473,0.529253074,0.523,0.462,0.538,0.585
2035-03-06 15:00,0.309,0.286075608,0.311133405,0.332519682,0.346,0.356242352,0.318,0.318,0.324,0.341,0.326462448,0.28,0.297822473,0.321126537,0.324,0.28,0.317,0.374
2035-03-06 16:00,0.076,0.063075608,0.078066703,0.093136481,0.103,0.114484705,0.075,0.067,0.083,0.102,0.084046505,0.063,0.070116855,0.08116735,0.086,0.062,0.075,0.116
2035-03-06 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-06 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 06:00,0.052,0.057320973,0.061266811,0.06875328,0.079,0.086242352,0.072,0.121,0.054,0.07,0.067171695,0.053,0.045558427,0.055959187,0.065,0.041,0.141,0.123
2035-03-07 07:00,0.231,0.182,0.221932756,0.263052486,0.289,0.316919216,0.193,0.264,0.211,0.304,0.213610647,0.174,0.217588763,0.194122438,0.241,0.209,0.339,0.289
2035-03-07 08:00,0.43,0.43150927,0.36879881,0.428404178,0.428,0.472454114,0.438,0.439,0.482,0.358,0.475779792,0.431,0.444406748,0.459416325,0.401,0.442,0.475,0.507
2035-03-07 09:00,0.598,0.63149073,0.539198486,0.572761136,0.548,0.497768636,0.657,0.659,0.632,0.491,0.649657641,0.626,0.612493267,0.642293887,0.556,0.607,0.602,0.646
2035-03-07 10:00,0.681,0.698320973,0.631065621,0.69317058,0.666,0.623871398,0.739,0.747,0.72,0.58,0.734419525,0.689,0.685112366,0.722877562,0.669,0.672,0.716,0.749
2035-03-07 11:00,0.744,0.745075608,0.724066162,0.750955369,0.725,0.669467477,0.793,0.785,0.774,0.667,0.788788962,0.736,0.74446742,0.784044911,0.742,0.729,0.736,0.773
2035-03-07 12:00,0.736,0.707415122,0.722533081,0.747175846,0.743,0.715821205,0.762,0.766,0.759,0.71,0.771517636,0.694,0.735528092,0.759918374,0.737,0.717,0.719,0.765
2035-03-07 13:00,0.652,0.615,0.643733189,0.668669285,0.671,0.656941193,0.668,0.676,0.673,0.65,0.683517636,0.602,0.648675282,0.672710212,0.658,0.629,0.648,0.706
2035-03-07 14:00,0.503,0.420584878,0.503733189,0.523396322,0.533,0.522960796,0.472,0.49,0.507,0.53,0.504770078,0.407,0.475264046,0.486208163,0.515,0.445,0.488,0.551
2035-03-07 15:00,0.273,0.168169757,0.288,0.301506561,0.313,0.3174455,0.196,0.213,0.244,0.322,0.231947905,0.16,0.228207863,0.213914276,0.297,0.199,0.248,0.292
2035-03-07 16:00,0.062,0.029,0.077400216,0.078740159,0.08,0.08059608,0.034,0.037,0.043,0.094,0.04078028,0.027,0.045030336,0.03783265,0.08,0.037,0.044,0.06
2035-03-07 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-07 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 06:00,0.088,0.12349073,0.077666486,0.087272963,0.093,0.08459608,0.127,0.141,0.107,0.087,0.11540623,0.122,0.099528092,0.115918374,0.083,0.104,0.117,0.106
2035-03-08 07:00,0.32,0.356320973,0.304399676,0.310286084,0.312,0.306272943,0.366,0.392,0.335,0.299,0.348592739,0.353,0.331411237,0.345126537,0.306,0.335,0.351,0.35
2035-03-08 08:00,0.521,0.546736094,0.516799892,0.515506561,0.521,0.515707455,0.564,0.585,0.535,0.513,0.549274908,0.542,0.527558427,0.544710212,0.514,0.527,0.527,0.558
2035-03-08 09:00,0.65,0.671736094,0.645799892,0.654766402,0.662,0.656707455,0.695,0.72,0.67,0.652,0.685073584,0.665,0.652969664,0.676502049,0.65,0.649,0.656,0.695
2035-03-08 10:00,0.721,0.736151216,0.715866595,0.732149603,0.741,0.737676864,0.767,0.786,0.743,0.732,0.757587638,0.729,0.721380901,0.747502049,0.724,0.714,0.711,0.782
2035-03-08 11:00,0.736,0.723660486,0.731866595,0.754779523,0.764,0.763676864,0.758,0.764,0.757,0.756,0.762480844,0.715,0.730792137,0.755918374,0.744,0.718,0.687,0.795
2035-03-08 12:00,0.691,0.636415122,0.691866595,0.717902883,0.726,0.730515295,0.651,0.693,0.685,0.728,0.66827545,0.628,0.669294382,0.652538763,0.707,0.657,0.643,0.715
2035-03-08 13:00,0.59,0.527736094,0.610133405,0.607603678,0.61,0.614323136,0.524,0.611,0.525,0.642,0.513036303,0.518,0.55153258,0.494869364,0.609,0.544,0.575,0.563
2035-03-08 14:00,0.421,0.424472189,0.460800433,0.418031509,0.426,0.430050193,0.418,0.495,0.345,0.482,0.360932548,0.417,0.397415725,0.352330601,0.435,0.403,0.406,0.388
2035-03-08 15:00,0.23,0.253736094,0.25673373,0.205648308,0.217,0.217969409,0.27,0.281,0.209,0.261,0.236377089,0.249,0.233619099,0.240293887,0.223,0.235,0.193,0.213
2035-03-08 16:00,0.057,0.056830243,0.061200108,0.053480318,0.056,0.054484705,0.066,0.064,0.058,0.062,0.063336227,0.055,0.055,0.06216735,0.056,0.052,0.038,0.064
2035-03-08 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-08 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 06:00,0.084,0.084905851,0.086,0.070603678,0.076,0.078353727,0.093,0.108,0.068,0.088,0.076489527,0.079,0.082649435,0.069040813,0.074,0.084,0.07,0.084
2035-03-09 07:00,0.319,0.311151216,0.325133405,0.310727037,0.314,0.311646273,0.333,0.381,0.306,0.327,0.321143586,0.303,0.312502244,0.311583675,0.316,0.308,0.328,0.347
2035-03-09 08:00,0.529,0.534245365,0.525799892,0.529259841,0.535,0.530949807,0.541,0.585,0.533,0.531,0.545171695,0.53,0.534883145,0.534,0.527,0.536,0.563,0.567
2035-03-09 09:00,0.662,0.683320973,0.655799892,0.666519682,0.675,0.665030591,0.704,0.739,0.679,0.667,0.695657641,0.678,0.667705618,0.686710212,0.66,0.666,0.703,0.725
2035-03-09 10:00,0.736,0.757566338,0.730799892,0.743902883,0.754,0.738788239,0.784,0.82,0.755,0.746,0.772507923,0.75,0.739558427,0.761502049,0.737,0.736,0.78,0.806
2035-03-09 11:00,0.757,0.773566338,0.750733189,0.766286084,0.776,0.75862667,0.803,0.839,0.776,0.764,0.793923866,0.765,0.759411237,0.781710212,0.758,0.753,0.799,0.832
2035-03-09 12:00,0.723,0.736736094,0.713733189,0.732422565,0.737,0.716788239,0.767,0.801,0.744,0.719,0.761339809,0.728,0.726264046,0.749502049,0.724,0.719,0.762,0.8
2035-03-09 13:00,0.638,0.647736094,0.628666486,0.641039365,0.647,0.623707455,0.678,0.707,0.659,0.632,0.675755752,0.64,0.640411237,0.663710212,0.634,0.633,0.675,0.711
2035-03-09 14:00,0.497,0.50249073,0.480332973,0.497559047,0.5,0.482788239,0.529,0.552,0.518,0.478,0.531587638,0.495,0.500558427,0.520918374,0.489,0.493,0.528,0.56
2035-03-09 15:00,0.294,0.301660486,0.264932756,0.282448808,0.277,0.265465102,0.323,0.337,0.32,0.233,0.329569242,0.296,0.302852809,0.321126537,0.273,0.298,0.324,0.347
2035-03-09 16:00,0.075,0.075,0.060666486,0.063643042,0.063,0.059757648,0.085,0.086,0.09,0.051,0.092532451,0.073,0.079705618,0.08816735,0.061,0.077,0.086,0.096
2035-03-09 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-09 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 06:00,0.115,0.153905851,0.102733189,0.114532804,0.116,0.10262667,0.164,0.186,0.137,0.104,0.152176796,0.151,0.129852809,0.149502049,0.108,0.135,0.16,0.151
2035-03-10 07:00,0.314,0.387151216,0.28526627,0.336968491,0.344,0.330172557,0.406,0.438,0.368,0.324,0.391947363,0.383,0.351,0.384836749,0.314,0.361,0.403,0.404
2035-03-10 08:00,0.497,0.572566338,0.471533081,0.52133857,0.532,0.519172557,0.594,0.632,0.552,0.514,0.578797645,0.566,0.533852809,0.568628586,0.499,0.544,0.593,0.601
2035-03-10 09:00,0.65,0.696981459,0.632199567,0.650942248,0.662,0.636980398,0.722,0.762,0.681,0.642,0.706647927,0.69,0.665675282,0.696253074,0.641,0.666,0.719,0.736
2035-03-10 10:00,0.704,0.763396581,0.660665405,0.713280818,0.709,0.675253341,0.795,0.834,0.753,0.641,0.780914152,0.756,0.728056183,0.768628586,0.691,0.73,0.789,0.818
2035-03-10 11:00,0.61,0.774057067,0.49459762,0.635587879,0.611,0.587576477,0.811,0.842,0.748,0.443,0.792488496,0.767,0.68878316,0.77704901,0.576,0.706,0.806,0.829
2035-03-10 12:00,0.352,0.66726535,0.275132324,0.390223066,0.417,0.400061182,0.746,0.809,0.571,0.305,0.68282315,0.657,0.458189908,0.668477631,0.331,0.477,0.767,0.727
2035-03-10 13:00,0.205,0.407322418,0.187666486,0.247968491,0.276,0.279757648,0.506,0.669,0.299,0.219,0.413096538,0.383,0.243346076,0.377306183,0.217,0.245,0.665,0.52
2035-03-10 14:00,0.131,0.20286877,0.133533622,0.153013122,0.167,0.168807841,0.263,0.395,0.167,0.148,0.222603972,0.188,0.137614611,0.197506148,0.143,0.132,0.462,0.29
2035-03-10 15:00,0.072,0.085396581,0.087933838,0.083467196,0.09,0.091484705,0.112,0.176,0.074,0.094,0.094746039,0.078,0.065558427,0.082918374,0.085,0.06,0.213,0.133
2035-03-10 16:00,0.023,0.014415122,0.031333514,0.026356958,0.028,0.028242352,0.019,0.03,0.017,0.034,0.019284621,0.013,0.017441573,0.016208163,0.029,0.014,0.044,0.03
2035-03-10 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-10 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 06:00,0.019,0.015830243,0.016,0.042039365,0.044,0.050899614,0.039,0.058,0.04,0.021,0.05590547,0.012,0.016558427,0.043085724,0.031,0.01,0.119,0.078
2035-03-11 07:00,0.075,0.05949073,0.068200108,0.101559047,0.13,0.204891,0.09,0.163,0.103,0.06,0.133098654,0.052,0.06676629,0.0903347,0.084,0.055,0.345,0.271
2035-03-11 08:00,0.169,0.124320973,0.187134487,0.140454075,0.213,0.426244727,0.132,0.28,0.143,0.091,0.184679672,0.117,0.151043802,0.116330601,0.147,0.147,0.54,0.499
2035-03-11 09:00,0.295,0.227660486,0.370868758,0.216283495,0.318,0.588738046,0.241,0.432,0.219,0.162,0.301466573,0.22,0.277931436,0.228873463,0.252,0.275,0.691,0.678
2035-03-11 10:00,0.426,0.252075608,0.539935461,0.333425243,0.449,0.690303534,0.328,0.516,0.304,0.297,0.426180378,0.236,0.358576382,0.363171449,0.386,0.312,0.779,0.776
2035-03-11 11:00,0.546,0.363320973,0.642001622,0.425015799,0.584,0.72881883,0.442,0.612,0.422,0.535,0.528545746,0.345,0.466779756,0.466044911,0.482,0.416,0.802,0.814
2035-03-11 12:00,0.554,0.498641946,0.625601406,0.522543336,0.631,0.698122364,0.531,0.663,0.501,0.619,0.572464511,0.491,0.506099985,0.516085724,0.551,0.491,0.761,0.778
2035-03-11 13:00,0.507,0.483905851,0.543667568,0.466238864,0.532,0.636122364,0.501,0.59,0.468,0.458,0.530835468,0.482,0.491861787,0.497669399,0.485,0.487,0.671,0.691
2035-03-11 14:00,0.402,0.377584878,0.45146746,0.359855663,0.434,0.516869023,0.385,0.452,0.325,0.412,0.389882461,0.374,0.405389878,0.377542862,0.382,0.409,0.529,0.553
2035-03-11 15:00,0.245,0.242924392,0.283933838,0.216278229,0.266,0.330676864,0.236,0.271,0.18,0.256,0.224823692,0.243,0.260887634,0.225583675,0.231,0.272,0.327,0.356
2035-03-11 16:00,0.067,0.041339514,0.085533622,0.057454075,0.079,0.106484705,0.042,0.042,0.041,0.081,0.050858965,0.042,0.061207863,0.050208163,0.063,0.058,0.087,0.118
2035-03-11 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035-03-11 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
